id,english,tunisian
10217195,Don't touch the box.,ما تمسش الكرتونة.
10217204,Ziri is cocky.,زيري مغرور.
10217205,Ziri is pushy.,زيري يزرب برشة.
10217206,Ziri is selfish.,زيري أناني.
10217209,Ziri has no time for Rima.,زيري ما عندوش وقت لريما.
10217211,Ziri still confuses Islam with Hinduism.,زيري مازال يخلط بين الإسلام والهندوسية.
10217212,What is Ziri doing wrong?,شنوة الغلط اللي يعمل فيه زيري؟
10217216,Ziri plays bingo.,زيري يلعب في البينغو.
10217217,Ziri was butt-naked.,زيري كان عريان.
10217219,Ziri didn't even taste Rima's barbecue.,زيري حتى ما ذاقش من الشواء متاع ريما.
10217222,Ziri was dancing at work.,زيري كان يرقص في الخدمة.
10217223,Ziri quit that job.,زيري ساب الخدمة هذيك.
10217224,Ziri was forty minutes late.,زيري تأخر أربعين دقيقة.
10217225,Ziri will be here every day.,زيري باش يكون هنا كل يوم.
10217226,Ziri pays some good money for that.,زيري يخلّص فلوس باهية على الحاجة هاذي.
10217227,Ziri smokes weed.,زيري يكمي الزطلة.
10217228,Ziri is under arrest.,زيري محبوس.
10217229,Ziri smokes Colombian pot.,زيري يكمي في الزطلة الكولومبية.
10217230,Ziri smokes pot.,زيري يكمي الزطلة.
10217231,Ziri sold his apartment.,زيري باع داره.
10217232,Ziri wants to sell his apartment.,زيري يحب يبيع داره.
10217233,Ziri wants to sell his Algiers apartment.,زيري يحب يبيع داره في الجزائر.
10217234,Ziri wants to sell his other apartment.,زيري يحب يبيع الدار الأخرى متاعو.
10217235,Ziri is from the Times.,زيري من التايمز.
10217236,Ziri is responsible for that.,زيري هو المسؤول على هذيك.
10217237,Ziri has got the whole weekend.,زيري عندو الويكاند الكل.
10217238,Ziri was involved in the burglary.,زيري كان متورط في السرقة.
10217239,Ziri was armed.,زيري كان مسلّح.
10217240,Ziri was dancing in his office.,زيري كان يرقص في مكتبو.
10217241,Ziri was dancing in the hallway.,زيري كان يرقص في الكوريidor.
10217242,Ziri was dancing in the rain.,زيري كان يرقص تحت المطر.
10217243,Ziri and Rima should talk about that over dinner.,زيري وريما يلزمهم يهدروا على الموضوع هاذاكة على العشاء.
10217244,Ziri faxed Rima a copy of that document.,زيري بعث لريما نسخة من الوثيقة بالفكس.
10217245,Ziri sent the box to Rima's office.,زيري بعت الصندوق لمكتب ريما.
10217246,Ziri was on the beach today.,زيري كان في البحر اليوم.
10217247,Ziri was on the beach this morning.,زيري كان في البحر الصباح.
10217248,Ziri did Rima a favor.,زيري عمل معروف لريما.
10217249,Ziri shouldn't bring his personal problems to me.,زيري ما لازموش يجيب مشاكله الشخصية ليّا.
10217250,Ziri needs a place where he can vent his rage.,زيري يلزمو بلاصة وين ينجم يفرغ فيها غيضو.
10217251,Ziri needs a place where he can vent his frustration.,زيري يلزمو بلاصة وين ينجم يفرغ فيها غصتو.
10217252,Ziri is moving to Algeria.,زيري باش ينتقل للجزاير.
10217253,Rima is competing for Miss Algeria.,ريما داخلة في مسابقة ملكة جمال الجزائر.
10217254,Ziri has to leave now.,زيري لازم يمشي توة.
10217255,Ziri's wife is beautiful.,مرات زيري شابة.
10217256,Rima is classy.,ريمة كلاس.
10217257,Ziri is goofy.,زيري مضحك.
10217258,Ziri is nervous.,زيري متوتر.
10217259,Ziri is serious about that woman.,زيري مهتم برشا بهاديك المرا.
10217260,Ziri and Rima were in the living room.,زيري وريما كانوا في الصالة.
10217261,Ziri and Rima had sex in the living room.,زيري و ريما عملوا الحب في الصالة.
10217262,Ziri said goodbye.,زيري قال باي.
10217263,Ziri talked to Rima's husband.,زيري هدر مع راجل ريما.
10217264,Ziri can afford his own place.,زيري ينجم يخلص دار وحدو.
10217265,Ziri can have his own place.,زيري ينجم يكون عندو بلاصتو الخاصة.
10217266,Ziri saw Rima on TV last night.,زيري شاف ريما في التلفزة البارح.
10217267,Ziri doesn't need water.,زيري ما يحتاجش الماء.
10217268,Ziri has his own house.,زيري عندو دار وحدو.
10217269,Ziri wanted a divorce.,زيري حب يطلق.
10217270,Ziri has his own apartment.,زيري عندو دار وحدو.
10217271,Ziri knows tons of people there.,زيري يعرف برشة ناس غادي.
10217272,Ziri looked stupid in that suit.,زيري كان يبان سخيف في البدلة هذيك.
10217273,Ziri's wife has big breasts.,مرات زيري عندها صدر كبير.
10217274,Ziri loves this apartment.,زيري يعشق هالشقة.
10217275,Ziri's brother can move in.,خو زيري ينجم يجي يسكن.
10217276,Ziri showed Rima around the apartment.,زيري ورّى ريما الدار.
10217277,Ziri is a busy man.,زيري راجل مشغول.
10217278,"Consider it done, Ziri.",اعتبرها صارت، زيري.
10217279,Ziri's place is adorable.,بلاصة زيري تهبل.
10217280,Ziri had the apartment cleaned up.,زيري نضّف الدار.
10217281,Ziri was smoking a cigarette.,زيري كان يشرب في سيجارة.
10217282,Ziri found a cigarette butt on the floor.,زيري لقى عقب سيجارة على الأرض.
10217283,Ziri didn't open the box.,زيري ما حلش العلبة.
10217284,"Would you like some juice, Ziri?",تحب شوية عصير، زيري؟
10217285,Ziri read about that pyramid scheme.,زيري قرا على السكيمة متاع الهرم.
10217286,Ziri doesn't have anything to do with that pyramid scheme.,زيري ما عندوش حتى علاقة بالمخطط الهرمي هذاك.
10217287,It really burns when I pee.,تحرق برشة كي نتبول.
10217288,"Come in my office, Ziri.",ادخل لمكتبي، زيري.
10217289,Ziri says his wife doesn't satisfy him.,زيري يقول مرتو ما تشبعوش.
10217290,This is exactly what Ziri is looking for.,هاذا بالضبط اللي زيري يدور عليه.
10217291,Ziri is having a rat infestation in his mansion.,زيري عندو غزو الفيران في القصر متاعو.
10217292,Ziri is afraid of rats.,زيري يخاف من الجران.
10217293,Ziri doesn't know anything about that woman.,زيري ما يعرف شي على المرا هذيك.
10217294,Ziri doesn't take anything seriously.,زيري ما ياخذ حتى حاجة بجدية.
10217295,Ziri is a troubled guy.,زيري ولد عندو مشاكل.
10217296,People wanting to play hide-and-seek gather round.,الناس اللي يحبوا يلعبوا الغميضة يتلموا.
10217297,Ziri is on his way to the art institute.,زيري في طريقه للمعهد الفني.
10217298,Ziri is on his way to school.,زيري في طريقه للمدرسة.
10217299,Ziri is on his way to college.,زيري في طريقه للجامعة.
10217300,Ziri ate cheese.,زيري كلا الجبنة.
10217301,Ziri was broke.,زيري كان مفلس.
10217303,Ziri painted a picture of Rima.,زيري رسم صورة لريما.
10217304,This apartment is Ziri's.,هالشقة متاع زيري.
10217305,Ziri pretended he was gay.,زيري عمل روحو مثلي.
10217306,My name is Ziri but my friends call me Yazid.,اسمي زيري أما صحابي يناديو لي يزيد.
10217307,People wanting to play hide-and-seek stop by me.,الناس اللي يحبوا يلعبوا الغميضة يوقفوا عندي.
10217308,Ziri is so sweet.,زيري بنين برشة.
10217309,Ziri can play Robin Hood.,زيري ينجم يلعب دور روبن هود.
10217310,Ziri lives in that apartment.,زيري يعيش في الشقة هذيك.
10217311,Ziri knocked on that door.,زيري خبط على الباب هذيك.
10217312,Ziri is stark naked.,زيري عريان بالكل.
10217313,Ziri got that recipe from Rima.,زيري جاب الوصفة من عند ريما.
10217314,Ziri must tell Rima that story.,زيري لازم يقول لريما الحكاية هذيك.
10217315,Ziri heard some screaming.,زيري سمع شوية صياح.
10217316,Ziri heard some power tools.,زيري سمع شوية آلات كهربائية.
10217317,Ziri is just terrible.,زيري راهو كارثة.
10217318,Ziri let Rima kiss him.,زيري خلّى ريما تبوسو.
10217319,Ziri didn't let Rima kiss him.,زيري ما خلاش ريما تبوسو.
10217320,The boss wants to see Ziri.,الباترون يحب يشوف زيري.
10217321,Ziri seems distant.,زيري يبان بعيد.
10217322,Who's this Ziri?,شكون هاذا زيري؟
10217323,Ziri is messing up Rima's head.,زيري قاعد يدوّخ في ريمة.
10217324,People wanting to play hide-and-seek come near.,الناس اللي يحبوا يلعبوا الغميضة قرّبوا.
10217325,Ziri has got four minutes.,زيري عندو أربع دقايق.
10217326,This woman is so special.,المرا هاذي مميزة برشة.
10217327,Ziri says he has never met a woman like Rima before.,زيري يقول عمرو ما قابل مرا كيف ريما قبل.
10217328,Ziri can't eat regular food.,زيري ما ينجمش ياكل الماكلة العادية.
10217329,Ziri was talking about that woman.,زيري كان يحكي على المرا هذيك.
10217330,People wanting to play hide-and-seek be close at hand.,الناس اللي يحبوا يلعبوا الغميضة يكونوا قريبين.
10217331,Ziri is interested in that woman.,زيري مهتم بهاد المرا.
10217332,Ziri is in love.,زيري عاشق.
10217333,Ziri isn't just smitten. He's in love.,زيري موش كان معجب. راهو عاشق.
10217334,Ziri destroyed his career.,زيري دمر كارييرو.
10217335,Ziri will take the salmon.,زيري باش ياخو السلمون.
10217336,Ziri wants a corned beef sandwich.,زيري يحب ساندويتش كورند بيف.
10217338,Ziri totally controlled his wife.,زيري كان مسيطر تمامًا على مرتو.
10217340,Rima needs to regain her femininity.,ريما لازملها ترجع أنوثتها.
10217341,Ziri made a strange facial expression.,زيري عمل تعبير وجه غريب.
10217342,Ziri? What a small world!,زيري؟ ياخي الدنيا صغيرة!
10217343,"Are you following me, Ziri?",إنتي تابع فيا، زيري؟
10217344,Ziri's suit is wonderful.,الكوستيم متاع زيري يهبل.
10217345,Ziri's suit is super expensive.,الكوستيم متاع زيري غالي برشة.
10217346,Ziri needs to focus on his studies.,زيري لازمو يركز على قرايتو.
10217348,Is this Ziri's diary?,هذيكة كراسة زيري؟
10217349,Ziri has no time for this.,زيري ما عندوش وقت لهالحكاية.
10217350,Ziri has to go find an apartment.,زيري لازم يمشي يلقى دار.
10217351,Ziri helped Rima find an apartment.,زيري عاون ريما باش تلقى دار.
10217352,Ziri had a big place.,زيري كان عندو بلاصة كبيرة.
10217353,Ziri had a big apartment.,زيري كان عندو دار كبيرة.
10217355,Ziri loves Rima's apartment.,زيري يعشق دار ريما.
10217356,Ziri will take that apartment.,زيري باش ياخو الشقة هذيك.
10217357,Ziri threw a party at his apartment.,زيري عمل حفلة في داره.
10217358,Ziri loved that apartment.,زيري كان يحب الدار هذيك.
10217359,Ziri changed his opinion of Rima.,زيري بدّل رايو على ريما.
10217360,Ziri kept telling us about that woman.,زيري قعد يحكيلنا على المرا هذيك.
10217361,What's Ziri doing in my apartment?,شنوة يعمل زيري في شقتي؟
10217362,This was Ziri's apartment until he moved in with Rima.,هذي كانت شقة زيري حتى مشى يسكن مع ريما.
10217363,How would Ziri know that?,كيفاش زيري يعرف هكا؟
10217364,Ziri gave away his apartment.,زيري عطى داره.
10217365,Ziri has an apartment in Algiers.,زيري عندو دار في الجزائر.
10217366,Ziri doesn't know a word of Berber.,زيري ما يعرفش حتى كلمة بالأمازيغية.
10217367,Ziri doesn't respect a thing Rima says.,زيري ما يحترمش حاجة تقولها ريما.
10217368,Ziri let Rima stay in his apartment.,زيري خلّى ريما تقعد في شقتو.
10217369,Ziri wants free sex.,زيري يحب الجنس المجاني.
10217370,Ziri wants free food.,زيري يحب ياكل بلاش.
10217371,Ziri and Rima have so much in common.,زيري وريما عندهم برشا حاجات مشتركة.
10217372,"Get your butt out of here, Ziri.",برّا من هنا يا زيري.
10217373,Where did Ziri bury his dog?,وين دفن زيري كلبه؟
10217374,Ziri looks wonderful in that uniform.,زيري يبان هايل في الزيّ ذاك.
10217375,Ziri has been abusing the patients.,زيري كان يعنف في المرضى.
10217376,The remote is on the TV.,التيليكوموند فوق التلفزة.
10217377,"""What's the code?"" ""Fuckhole.""",&#34;شنوة الكود؟&#34; &#34;فكهول.&#34;
10217378,Ziri is Rima's nephew.,زيري هو ابن أخت ريما.
10217379,Rima is Ziri's niece.,ريمة بنت أخت زيري.
10217380,Ziri lives downstairs.,زيري يسكن في الطابق السفلي.
10217381,Ziri loves this thing.,زيري يعشق الحاجة هاذي.
10217382,Ziri loves this TV.,زيري يعشق هالتلفزة.
10217383,Ziri loves this music.,زيري يعشق هالموسيقى.
10217384,Ziri dropped his keys.,زيري طيّح مفاتيحو.
10217385,Ziri is on the balcony.,زيري في البلكونة.
10217386,Ziri is talking in a strange voice.,زيري يحكي بصوت غريب.
10217387,Ziri was aggressive.,زيري كان عنيف.
10217389,Give me my dinner.,عطيني العشاء متاعي.
10217390,Ziri took Rima's ring.,زيري خذا خاتم ريما.
10217391,Ziri stole Rima's ring.,زيري سرق خاتم ريما.
10217392,Ziri doesn't eat that.,زيري ما ياكلش هذا.
10217393,Ziri doesn't eat fish.,زيري ما ياكلش الحوت.
10217394,Ziri needs a babysitter.,زيري يلزمو حد يريقلو الصغار.
10217395,Ziri is no longer a slave.,زيري ما عادش عبد.
10217396,Ziri is not your slave.,زيري موش عبدك.
10217397,Ziri is not a slave.,زيري موش عبد.
10217398,Ziri is no longer your slave.,زيري ما عادش عبدك.
10217399,Ziri gave Rima a watch.,زيري عطى لريما ساعة.
10217400,Ziri gave Rima the watch.,زيري عطى لريما الساعة.
10217401,Ziri took the call.,زيري رد على التليفون.
10217403,Ziri is under arrest for theft.,زيري محبوس على خاطر السرقة.
10217404,Ziri must have been daydreaming about that wonderful kiss Rima gave him in the hallway.,زيري أكيد كان يحلم بالبوسة الحلوة اللي عطاتهالو ريما في الكوريذور.
10217405,Ziri doesn't need this TV anymore.,زيري ما عادش محتاج هالتلفزة.
10217406,Ziri drank scotch.,زيري شرب سكاتش.
10217407,Ziri gets loose when he's drunk.,زيري يولي طليق كي يسكر.
10217408,Ziri drank some scotch.,زيري شرب شوية سكوتش.
10217409,Ziri has been suspended for stealing money from the cash register.,زيري توقفوه على خاطر سرق فلوس من الكاسة.
10217410,Ziri has been fired for stealing money from the cash register.,زيري طردوه خاتر سرق فلوس من الكاسة.
10217411,Ziri knows Rima is not a cop.,زيري يعرف اللي ريما ماهيش بوليسية.
10217412,You know I'm not a cop.,تعرف اللي أنا موش بوليس.
10217413,Ziri fooled me twice. Shame on me.,زيري ضحك عليا مرتين. عيب عليا.
10217414,Ziri used to do this thing.,زيري كان يعمل في الحاجة هاذي.
10217415,Ziri used to do that thing.,زيري كان يعمل الحاجة هذيك.
10217416,Ziri needs some change.,زيري يلزمو شوية صرف.
10217417,Ziri brought Rima some change.,زيري جاب لريما شوية صرف.
10217418,Ziri needs a lot of change.,زيري يلزمو برشة تغيير.
10217419,Ziri gave Rima a lot of change.,زيري عطى لريما برشة صرافة.
10217421,Ziri needs change for twenty.,زيري يلزمو صرف لعشرين.
10217423,Ziri is the captain.,زيري هو الكابتن.
10217425,Ziri is a dangerous man.,زيري راجل خطير.
10217426,Ziri is a dangerous person.,زيري شخص خطير.
10217427,Ziri and Rima met in a parking garage.,زيري وريما تقابلوا في باركينغ.
10217428,Ziri and Rima kissed in the garage.,زيري وريما تباسوا في الكراج.
10217429,Ziri and Rima made out in the parking garage.,زيري وريما تباسوا في الكراج.
10217430,This case is solved.,القضية هاذي تحلت.
10217431,Ziri will go to the police station tomorrow.,زيري باش يمشي لمركز الشرطة غدوة.
10217432,Ziri needs some room.,زيري يلزمو شوية بلاصة.
10217433,"Ziri is upstairs, watching TV.",زيري فوق، يتفرج في التلفزة.
10217434,Ziri says it happened so fast.,زيري يقول صار الكل بسرعة.
10217435,Ziri can't make excuses.,زيري ما ينجمش يلقى أعذار.
10217436,Ziri let Rima scam him again.,زيري خلّى ريما تضحك عليه مرة أخرى.
10217437,Ziri called Rima an idiot.,زيري عيّط لريما يا بليدة.
10217438,Ziri was humiliated.,زيري تحقر.
10217439,Ziri was humiliated twice.,زيري تذل مرتين.
10217440,Ziri devised a good plan.,زيري عمل خطة باهية.
10217441,Ziri devised a brilliant plan.,زيري خطط خطة باهية برشة.
10217442,The janitor never talks to anyone.,الناطور عمره ما يهدر مع حد.
10217443,The janitor doesn't talk to anyone.,العساس ما يحكيش مع حد.
10217451,Ziri accepted Rima on Facebook.,زيري قبل ريما على فيسبوك.
10217452,Ziri accepted Rima on Instagram.,زيري قبل ريما على إنستغرام.
10217453,Ziri accepted Rima's invitation on Facebook.,زيري قبل دعوة ريما على فيسبوك.
10217454,Ziri blocked Rima on Facebook.,زيري عمل بلوك لريما على فيسبوك.
10217455,Ziri blocked Rima on Instagram.,زيري عمل بلوك لريما على إنستغرام.
10217456,Ziri blocked Rima on Twitter.,زيري عمل بلوك لريما على تويتر.
10217457,Ziri blocked Rima on Snapchat.,زيري عمل بلوك لريما على سنابشات.
10217458,Ziri accepted Rima's follow request on Instagram.,زيري قبل طلب المتابعة متاع ريما على إنستغرام.
10217459,Ziri accepted Rima's friendship request on Facebook.,زيري قبل طلب الصداقة متاع ريما على فيسبوك.
10217460,Ziri accepted Rima's invitation on Myspace.,زيري قبل دعوة ريما على ماي سبيس.
10217462,Ziri accidentally punched Rima in the stomach.,زيري ضرب ريما بالغلط في كرشها.
10217463,Ziri accidentally punched Rima in the face.,زيري ضرب ريما بالغلط في وجهها.
10217464,Ziri accidentally punched Rima in the arm.,زيري ضرب ريما في يدها بالغلط.
10217465,Ziri accidentally punched Rima in the eye.,زيري ضرب ريما بالغلط في عينها.
10217466,Ziri accidentally kicked Rima.,زيري ضرب ريما بالغلط.
10217467,Ziri accidentally punched Rima.,زيري ضرب ريما بالغلط.
10217468,Ziri accidentally kicked Rima in the butt.,زيري ضرب ريما بالغلط في كعبها.
10217472,Ziri accidentally kicked Rima in the stomach.,زيري ضرب ريما بالغلط في كرشها.
10217473,Ziri accidentally kicked Rima in the face.,زيري ضرب ريما بالغلط في وجهها.
10217475,Ziri accidentally hit Rima.,زيري ضرب ريما بالغلط.
10217478,Ziri accidentally slapped Rima.,زيري ضرب ريما بالغلط.
10217481,"""What's this strange music?"" ""It's hard rock.""",&#34;شنوة هالموسيقى الغريبة؟&#34; &#34;هاذي هارد روك.&#34;
10217484,Ziri acted like a gay man.,زيري عمل كيف راجل مثلي.
10217485,Ziri acted like a cop.,زيري عمل روحو بوليس.
10217486,Ziri acted like a crazy man.,زيري عمل كيف المجنون.
10217487,Ziri acted like an effeminate man.,زيري عمل كيف راجل مخنث.
10217488,Ziri acted like the class clown.,زيري عمل كيما المهرّج متاع القسم.
10217489,Ziri actually got suspended.,زيري في الحقيقة توقفوه.
10217490,Ziri actually got fired.,زيري في الحقيقة ترفد.
10217491,Ziri actually got kicked out.,زيري في الحقيقة طردوه.
10217492,Ziri actually has four different nicknames.,زيري عندو في الحقيقة أربعة ألقاب مختلفة.
10217493,Ziri actually has four cars.,زيري عندو في الحقيقة أربع كراهب.
10217494,Ziri actually has four bicycles.,زيري عندو في الحقيقة أربعة بيسكلات.
10217495,Ziri actually has four siblings.,زيري في الحقيقة عندو أربعة خوت.
10217496,Ziri actually has four brothers and sisters.,زيري عندو في الحقيقة أربعة خوات.
10217497,Ziri actually has four brothers.,زيري عندو في الحقيقة أربعة خوت.
10217498,Ziri actually has four sisters.,زيري في الحقيقة عندو أربع خوات.
10217499,Ziri actually has an apartment in Algiers.,زيري عندو دار في الجزائر.
10217500,Ziri actually has a house in Algiers.,زيري عندو دار في الجزائر.
10217501,Ziri actually has an apartment.,زيري عندو دار.
10217502,Ziri actually has four apartments.,زيري في الحقيقة عندو أربعة شقق.
10217503,Ziri actually has four houses.,زيري في الحقيقة عندو أربعة ديار.
10217504,Ziri actually has four dogs.,زيري عندو في الحقيقة أربعة كلاب.
10217505,Ziri actually has four cats.,زيري في الحقيقة عندو أربعة قطط.
10217506,Ziri actually has four computers.,زيري عندو في الحقيقة أربعة حواسيب.
10217507,Ziri actually has four phone numbers.,زيري عندو في الحقيقة أربعة نيمروات تليفون.
10217508,Ziri actually has four girlfriends.,زيري في الحقيقة عندو أربع صاحبات.
10217509,Ziri actually has four laptops.,زيري عندو في الحقيقة أربعة لابتوبات.
10217510,Ziri actually has four phones.,زيري عندو في الحقيقة أربعة تليفونات.
10217511,Ziri actually has four wives.,زيري عندو في الحقيقة أربع نساء.
10217512,Ziri actually has four ex-wives.,زيري في الحقيقة عندو أربع طليقات.
10217513,Ziri actually has four motorbikes.,زيري عندو في الحقيقة أربعة موتورات.
10217514,Ziri actually has four daughters.,زيري في الحقيقة عندو أربع بنات.
10217515,Ziri actually has four sons.,زيري عندو في الحقيقة أربعة أولاد.
10217516,Ziri actually has four middle names.,زيري في الحقيقة عندو أربعة أسامي وسط.
10217517,Ziri actually has four thousand dinars.,زيري عندو في الحقيقة أربعة آلاف دينار.
10217518,Ziri actually has four children.,زيري في الحقيقة عندو أربعة صغار.
10217519,Ziri actually hated Rima.,زيري في الحقيقة كان يكره ريما.
10217520,Ziri actually hated the teacher.,زيري في الحقيقة كان يكره المعلم.
10217521,Ziri actually hated Rima's mom.,زيري في الحقيقة كان يكره أم ريما.
10217522,Ziri actually hated Rima's dad.,زيري في الحقيقة كان يكره بو ريما.
10217523,Ziri actually hated Rima's mother.,زيري في الحقيقة كان يكره أم ريما.
10217524,Ziri actually hated Rima's father.,زيري في الحقيقة كان يكره بو ريما.
10217525,Ziri actually hated his mother-in-law.,زيري في الحقيقة يكره حماة.
10217526,"""Ziri hates his mother-in-law."" ""Who doesn't?""",زيري يكره حماة. شكون ما يكرهش؟
10217527,Ziri added Rima on Facebook.,زيري زاد ريما على فيسبوك.
10217528,Ziri admitted his weakness.,زيري اعترف بضعفه.
10217529,Ziri adores Rima's children.,زيري يعشق صغار ريما.
10217530,Ziri adores the children.,زيري يعشق الصغار.
10217531,Ziri adores Rima's dogs.,زيري يعشق كلاب ريما.
10217532,Ziri adores Rima's parents.,زيري يعشق والدي ريما.
10217533,Ziri adores Rima's stepchildren.,زيري يعشق في ولاد ريمة من زواجها الأول.
10217534,Ziri adores Rima's cats.,زيري يعشق قطط ريما.
10217535,Ziri adores Rima's grandchildren.,زيري يعشق في صغار ريمة.
10217536,Ziri adores Rima's nephews.,زيري يعشق ولاد أخت ريما.
10217537,Ziri adores Rima's nieces.,زيري يعشق بنات أخت ريما.
10217538,Ziri alerted the teacher about everything.,زيري علّم المعلّم على كل شي.
10217539,Ziri alerted the principal about everything.,زيري علّم المدير على كل شي.
10217540,Ziri alerted the boss about everything.,زيري علّم الباترون على كل شي.
10217541,Ziri alerted the manager about everything.,زيري علّم المدير على كل شي.
10217542,Ziri alerted the director about everything.,زيري علّم المدير على كل شي.
10217543,Ziri alerted the foreman about everything.,زيري علّم المراقب على كل شي.
10217544,Ziri alerted the cops about everything.,زيري علّم البوليس على كل شي.
10217546,Ziri alerted the security chief about everything.,زيري علّم رئيس الأمن على كل شي.
10217547,Ziri alerted the captain about everything.,زيري علّم الكابتن على كل شي.
10217548,Ziri alerted the sergeant about everything.,زيري علّم السارجان على كل شي.
10217549,Ziri almost fell.,زيري كان بش يطيح.
10217550,Ziri almost had an accident.,زيري كان قريب يصيرلو حادث.
10217551,Ziri almost hit his head.,زيري قريب يضرب راسو.
10217552,Ziri almost died.,زيري كان قريب يموت.
10217553,Ziri almost lost consciousness.,زيري قريب يطيح في غيبوبة.
10217555,Ziri almost got killed.,زيري كان قريب يموت.
10217556,Ziri almost got run over.,زيري كان بش يتكرفس.
10217557,Ziri almost forced Rima to go with him.,زيري كان بش يجبر ريما تمشي معاه.
10217558,Ziri almost forced Rima to do drugs.,زيري كان بش يجبر ريما باش تاخذ مخدرات.
10217559,Ziri almost forced Rima to smoke pot.,زيري كان بش يجبر ريما باش تكمي الزطلة.
10217560,Ziri almost forced Rima to take those pills.,زيري كان بش يجبر ريما تاخو الدوا هذيك.
10217561,Ziri almost forced Rima to take that pill.,زيري كان بش يجبر ريما تاخو الدوا هذيك.
10217562,Ziri almost forced Rima to smoke weed.,زيري كان بش يجبر ريما باش تكمي الزطلة.
10217563,Ziri almost forced Rima to do meth.,زيري كان بش يجبر ريما تعمل ميث.
10217566,Ziri almost forced Rima to come with him.,زيري كان بش يفرض على ريما تجي معاه.
10217567,Ziri almost got Rima into trouble.,زيري كان بش يورّط ريما.
10217568,Ziri almost kissed Rima.,زيري كان قريب يبوس ريما.
10217569,Ziri already gave Rima the money.,زيري عطى لريما الفلوس.
10217570,Ziri already paid Rima.,زيري خلّص ريما.
10217571,Ziri already gave Rima money.,زيري عطى لريما الفلوس.
10217572,Ziri already knew the story.,زيري كان يعرف الحكاية من قبل.
10217573,Ziri already knows the story.,زيري راهو يعرف القصة.
10217574,Ziri already knows what happened.,زيري راهو يعرف شنو صار.
10217576,Ziri already knows what's going on.,زيري راهو يعرف شنو صاير.
10217578,Ziri already knows about that.,زيري راهو يعرف على الحكاية هذي.
10217579,Ziri already knows what happened to Rima.,زيري راهو يعرف شنو صار لريما.
10217581,Ziri already knows who stole what.,زيري راهو يعرف شكون سرق شنوّة.
10217582,Ziri already knows who stole that.,زيري راهو يعرف شكون سرق هذيك.
10217584,Ziri already knows who stole his bike.,زيري راهو يعرف شكون سرقلو البيسكلاتة متاعو.
10217586,Ziri already knows who stole his wallet.,زيري راهو يعرف شكون سرقلو البورتفاي متاعو.
10217588,Ziri already knows who stole his money.,زيري راهو يعرف شكون سرق فلوسو.
10217589,Ziri already knows who stole his briefcase.,زيري راهو يعرف شكون سرقلو الكوفرتة متاعو.
10217590,Ziri already knows who stole his suitcase.,زيري راهو يعرف شكون سرقلو الساك.
10217591,Ziri already knows who stole his phone.,زيري راهو يعرف شكون سرق تليفونو.
10217592,Ziri already knows who stole his computer.,زيري راهو يعرف شكون سرقلو الكمبيوتر متاعو.
10217594,Ziri already knows who stole his laptop.,زيري راهو يعرف شكون سرقلو اللابتوب متاعو.
10217595,Ziri already knows who stole his camera.,زيري راهو يعرف شكون سرقلو الكاميرا متاعو.
10217596,Ziri already knows who stole his dog.,زيري راهو يعرف شكون سرقلو كلبو.
10217597,Ziri already knows who stole his German Shepherd.,زيري راهو يعرف شكون سرقلو الشيبرد متاعو.
10217598,Ziri already knows who stole his TV.,زيري راهو يعرف شكون سرق التلفزة متاعو.
10217599,Ziri already knows who stole his stereo.,زيري راهو يعرف شكون سرق الستيريو متاعو.
10217600,Ziri already knows who stole his horse.,زيري راهو يعرف شكون سرق حصانو.
10217601,Ziri already knows who stole his radio.,زيري راهو يعرف شكون سرق الراديو متاعو.
10217602,Ziri already knows who stole his car stereo.,زيري راهو يعرف شكون سرقله الراديو متاع الكرهبة.
10217603,Ziri already knows who stole his shoes.,زيري راهو يعرف شكون سرق صبّاطو.
10217604,Ziri already knows who stole his watch.,زيري راهو يعرف شكون سرقلو ساعته.
10217605,Ziri already knows who stole his baseball cap.,زيري راهو يعرف شكون اللي سرقولو الكاسكيطة متاعو.
10217607,Ziri already knows who stole his truck.,زيري راهو يعرف شكون سرق الكاميون متاعو.
10217608,Ziri already knows who stole his diary.,زيري راهو يعرف شكون سرقلو الكراسة متاعو.
10217609,Ziri already knows who stole his backpack.,زيري راهو يعرف شكون سرقلو الساك متاعو.
10217610,Ziri already knows who stole his bag.,زيري راهو يعرف شكون سرقلو الساك متاعو.
10217611,Ziri already knows who stole his CDs.,زيري راهو يعرف شكون اللي سرقلو السيديّات متاعو.
10217612,Ziri already knows who stole his hat.,زيري راهو يعرف شكون سرقلو قبعته.
10217613,Ziri already knows who stole his jewelry.,زيري راهو يعرف شكون سرق حوايجو.
10217614,Ziri already knows who stole Rima's jewelry.,زيري راهو يعرف شكون سرق حوايج ريمة.
10217615,Ziri already knows who stole his paddles.,زيري راهو يعرف شكون سرق المجاديف متاعو.
10217616,Ziri already knows who stole his glasses.,زيري راهو يعرف شكون سرقلو نظاراتو.
10217617,Ziri already knows who stole his credit card.,زيري راهو يعرف شكون سرقلو الكارتة متاعو.
10217618,Ziri already knows who stole his sunglasses.,زيري راهو يعرف شكون سرق نظاراتو.
10217619,Ziri already knows who stole his motorbike.,زيري راهو يعرف شكون سرق الموتور متاعو.
10217620,Ziri already knows who stole his motorcycle.,زيري راهو يعرف شكون سرق الموتور متاعو.
10217621,Ziri already knows who stole his photo album.,زيري راهو يعرف شكون سرق ألبوم الصور متاعو.
